Container_ID,Tenant_ID,Requested_CPU_Cores,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU_Cores,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_%,SLA_Violation_Rate_%,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal_Scheduling
172,6,11,17525,310,4886,4916243,6559164,1642921,119,15,246,41.96,19750,511.0,260,0.83,1399,19,0.11,35.85,63.45,24.35,497.31,44053,0
173,28,15,7919,749,4135,4945705,7508982,2563277,143,62,270,49.54,28718,570.73,55,0.29,4458,18,0.86,236.19,16.69,7.39,153.05,12693,0
174,28,6,1286,34,2723,1671809,9645677,7973868,7,39,175,37.36,33446,266.9,115,0.77,1787,16,0.91,25.02,11.96,11.82,264.82,35529,0
175,44,3,25447,340,1090,190061,6059617,5869556,135,35,494,4.0,24555,414.01,393,0.17,86,9,0.81,394.34,74.59,12.15,282.87,28353,0
176,44,8,9221,647,1865,3690357,7005671,3315314,161,16,76,3.57,21974,99.05,189,0.05,2837,16,0.3,46.35,32.29,8.93,173.83,18410,0
177,20,15,16823,481,3514,1058225,8945267,7887042,169,38,102,25.09,12873,598.41,65,0.65,3728,13,0.81,141.17,62.94,35.17,332.72,18784,0
178,30,11,1855,574,3389,780226,9353616,8573390,185,30,507,1.3,29478,761.43,61,0.44,2127,18,0.12,219.2,66.7,48.61,458.55,30921,0
179,11,15,24294,825,1608,1225295,8779422,7554127,135,26,16,34.12,21763,566.34,440,0.85,1714,2,0.78,313.14,51.3,1.16,443.9,4098,0
180,28,13,10673,739,1638,4108465,9227814,5119349,187,39,126,1.8,20622,360.21,215,0.91,1421,18,0.94,321.55,87.35,8.44,393.5,25924,1
181,25,4,24093,93,3188,2863443,7606372,4742929,20,17,174,48.68,13869,843.01,77,0.41,4576,13,0.24,45.2,32.01,24.09,101.41,9371,0
182,39,12,21912,628,2657,4741316,6610173,1868857,71,27,470,44.15,24109,104.75,477,0.62,3276,19,0.52,64.03,42.51,37.8,444.2,39682,0
183,33,10,11931,844,3382,2396581,9251022,6854441,178,42,414,40.95,32084,286.3,309,0.28,4783,10,0.61,495.63,32.83,4.62,398.7,41231,0
184,1,6,8309,133,1079,1463534,7906975,6443441,142,38,249,40.81,9710,97.53,44,0.26,3236,12,0.45,420.39,23.55,40.02,421.41,17052,0
185,27,15,19795,844,2786,721560,9673245,8951685,118,18,85,41.88,21058,423.36,312,0.86,1382,16,0.27,162.22,94.31,28.39,228.46,654,0
186,13,9,1446,989,1202,4898882,6008656,1109774,143,50,415,22.28,7827,287.84,350,0.15,3174,19,0.45,280.02,23.23,29.48,472.65,331,0
187,41,2,2498,419,823,3953207,6023916,2070709,138,47,477,39.8,3049,698.45,423,0.45,3246,9,0.62,344.71,83.38,0.67,226.91,16802,1
188,3,2,21892,468,1162,103961,6292973,6189012,125,17,379,18.99,37204,124.63,23,0.45,2692,4,0.41,83.86,76.74,3.5,262.76,2722,1
189,39,7,14528,805,2765,1183958,6001234,4817276,65,16,96,42.57,11929,81.99,149,0.58,1425,12,0.7,67.81,71.37,48.28,191.09,49614,0
190,6,15,23438,444,1893,868717,7943256,7074539,183,49,217,31.28,11169,575.28,359,0.63,2435,3,0.07,249.13,11.07,37.45,23.67,32402,0
191,8,2,5977,705,277,3596662,7468808,3872146,156,17,108,18.56,7394,759.28,77,0.43,3927,3,0.52,158.91,13.48,39.66,204.54,26720,0
192,27,2,30402,912,3681,904360,5418396,4514036,98,57,377,37.53,39961,494.93,223,0.44,4065,16,0.89,238.98,70.29,7.54,264.74,27951,0
193,9,4,23207,30,2822,2431753,7204125,4772372,176,44,87,12.9,8890,317.21,397,0.62,3558,3,0.99,83.83,80.97,0.8,170.67,43287,1
194,37,9,25464,969,4690,4505614,7841712,3336098,3,44,72,48.27,3302,523.63,315,0.7,202,5,0.56,49.63,88.7,31.99,73.85,8277,0
195,33,8,28648,298,4095,3946545,6817237,2870692,188,14,26,33.57,9187,371.38,254,0.79,3347,17,0.51,483.92,62.13,37.56,125.11,17286,0
196,42,2,10478,61,393,2289044,6419786,4130742,131,27,161,20.66,8034,331.43,282,0.68,1308,16,0.34,50.26,38.55,46.32,370.53,9847,0
197,44,8,16233,458,3966,2336210,5618426,3282216,75,27,444,27.99,23712,474.8,369,0.01,48,4,0.22,430.18,57.02,9.77,415.48,35105,0
198,24,4,2017,973,2860,913158,5771334,4858176,68,15,163,37.14,8178,633.35,216,0.23,4864,1,0.24,230.83,80.51,34.75,192.21,34048,0
199,15,2,5875,304,4535,3234226,9059844,5825618,167,24,223,40.07,24392,599.72,89,0.13,239,18,0.03,223.64,60.17,5.24,310.28,4787,0
200,32,11,16452,958,3421,1392612,7122937,5730325,182,45,106,48.77,17766,152.82,175,0.81,2896,9,0.98,219.11,48.45,33.39,331.89,7713,0
201,32,10,11358,340,1059,2799636,7975824,5176188,160,32,102,11.24,32242,257.36,250,0.48,4065,9,0.19,23.29,23.62,33.11,148.65,8906,0
202,24,7,1522,861,1843,3954673,9297112,5342439,16,20,413,25.72,25638,56.69,132,0.38,1119,8,0.54,28.46,96.67,19.82,63.0,24449,0
203,41,6,15436,448,807,434714,9490189,9055475,17,52,475,5.48,7936,466.25,85,0.75,2841,13,0.05,60.34,12.43,30.29,404.22,45598,0
204,49,14,13994,953,4477,551616,6149818,5598202,139,20,124,5.03,17794,781.62,327,0.08,2420,2,0.11,374.98,12.39,30.67,133.56,23471,0
205,49,10,20373,836,2985,2786059,8373737,5587678,100,55,298,6.11,38186,443.54,70,0.7,1243,5,0.8,132.96,35.95,10.77,453.55,2157,0
206,12,5,24637,302,1300,339013,8407957,8068944,32,9,220,13.72,28074,999.37,326,0.52,2668,19,0.61,325.89,66.36,32.75,35.58,34867,0
207,39,11,26318,881,2197,2079660,6924651,4844991,121,44,479,35.12,21146,762.82,171,0.42,1210,19,0.12,178.65,49.54,31.45,27.16,18498,0
208,2,1,9881,540,76,3354192,6828123,3473931,118,49,112,43.2,9262,406.17,423,0.66,3719,2,0.49,371.59,91.24,20.48,290.33,43146,0
209,3,2,4369,485,1402,1624808,6663435,5038627,155,49,487,22.36,38995,974.55,415,0.02,3937,18,0.33,435.16,39.58,13.69,258.31,25778,0
210,49,8,27183,77,4001,2591572,6915619,4324047,112,18,475,28.2,9183,658.65,329,0.1,412,16,0.49,237.41,28.33,35.26,222.52,42401,0
211,37,1,10376,633,3031,2698784,8045051,5346267,98,27,280,11.11,11473,923.44,2,0.4,3036,12,0.11,25.13,34.02,19.94,69.37,2926,0
212,49,3,32256,515,1711,3794347,7671736,3877389,5,63,284,39.76,24523,132.98,469,0.09,4084,17,0.89,348.49,99.56,34.45,109.16,6341,0
213,17,2,10632,549,588,406243,9578964,9172721,89,16,444,44.53,38964,579.71,7,0.48,4810,7,0.56,210.74,61.79,29.37,452.74,1227,0
214,49,5,20735,944,1615,4683302,5618288,934986,92,52,279,24.79,5781,913.03,1,0.6,4767,6,0.54,402.7,53.34,9.94,265.72,29159,0
215,2,4,32662,659,4053,1680403,9258231,7577828,146,52,129,8.88,6935,668.26,135,0.64,2920,4,0.18,458.46,30.06,46.63,375.53,8900,0
216,2,13,11882,92,1988,4600827,5390996,790169,3,36,327,1.25,25897,988.8,9,0.24,681,14,0.55,455.68,26.19,27.39,47.64,38826,0
217,28,7,21164,851,4515,4787862,9828348,5040486,28,41,481,27.28,27823,995.96,473,0.76,3124,16,0.98,425.69,11.4,7.08,146.18,1933,0
218,23,5,3065,785,2890,843206,5047972,4204766,194,12,234,25.38,25652,802.44,48,0.09,3045,13,0.12,54.88,76.74,22.12,263.76,11644,0
219,37,8,16001,466,2680,4107856,6757733,2649877,34,38,248,46.36,34064,314.83,311,0.93,1643,1,0.7,383.7,66.16,13.85,25.39,32382,0
220,32,4,27533,466,3726,4772414,6529544,1757130,86,33,112,2.79,29539,860.88,205,0.14,1734,1,0.39,333.15,56.69,3.12,318.42,26403,0
221,33,15,4901,889,4945,3145995,6041793,2895798,150,44,22,8.3,5864,718.33,95,0.43,1935,1,0.78,142.77,50.29,19.64,218.41,2790,0
222,1,12,17447,599,4294,164590,8486850,8322260,117,51,92,10.69,26125,151.02,316,0.04,1017,1,0.52,112.4,76.65,49.43,484.2,46669,0
223,19,6,22462,40,4382,2470818,6478826,4008008,30,27,143,27.81,10973,418.29,122,0.48,3090,12,0.9,454.45,73.04,48.1,423.11,29428,0
224,2,4,11601,690,2164,2299024,8507367,6208343,48,15,414,14.95,13395,880.79,326,0.93,4520,17,0.08,495.78,49.94,18.07,171.19,38905,0
225,44,2,9743,329,2814,3764046,9505583,5741537,65,13,497,11.08,20097,722.37,494,0.21,423,19,0.42,392.23,42.23,9.22,306.97,31916,0
226,26,1,22654,285,2230,652302,6467900,5815598,189,25,199,26.21,1929,455.99,78,0.91,850,9,0.32,72.45,13.29,9.78,304.81,15181,0
227,32,14,25972,947,3999,3368622,5409086,2040464,147,15,119,2.99,11703,632.35,442,0.5,3475,18,0.89,279.0,21.76,48.03,390.93,40521,0
228,6,14,30556,554,1008,144082,8730677,8586595,180,60,99,48.79,23936,939.94,305,0.11,4937,15,0.04,134.86,73.34,14.96,397.36,11242,0
229,32,1,3563,797,731,1091338,6254623,5163285,41,62,455,43.19,5949,617.74,158,0.77,2278,10,0.18,135.72,56.53,17.15,81.65,38784,0
230,4,8,5834,66,1224,152945,9450873,9297928,93,59,308,14.33,581,266.29,22,0.44,4997,2,0.47,66.58,31.24,26.54,359.73,13963,0
231,11,14,29317,636,1703,558953,6667608,6108655,97,32,79,17.47,29532,685.9,244,0.48,1751,16,0.54,87.51,48.01,10.27,107.43,35149,0
232,17,4,29954,657,3404,2270644,8165623,5894979,81,9,248,13.05,36172,302.88,260,0.61,280,16,0.49,221.01,85.06,40.93,169.04,33001,0
233,38,5,12301,632,4035,2859897,7070125,4210228,102,35,32,46.49,35900,638.06,93,0.83,4352,14,0.6,54.37,13.93,35.73,33.82,47990,0
234,24,11,3067,109,3589,3149218,6062037,2912819,193,49,108,33.01,35693,662.34,66,0.41,2556,5,0.93,74.97,90.23,38.8,168.34,9257,0
235,5,8,17985,415,2813,2066996,6179518,4112522,178,32,292,26.54,18570,393.46,30,0.75,4057,5,0.65,62.18,25.9,24.34,174.35,45062,0
236,34,12,13279,92,2240,1475946,9349632,7873686,41,27,93,25.92,23711,753.64,152,0.16,1002,16,0.47,149.36,95.09,15.43,472.09,5113,0
237,6,15,30046,368,4822,153583,9181612,9028029,123,13,492,9.13,35523,328.26,336,0.05,3173,16,0.61,480.4,75.08,21.31,137.96,162,0
238,22,7,970,820,468,3353908,5373480,2019572,33,44,376,48.17,3066,63.99,25,0.05,2838,19,0.21,23.47,24.34,6.0,468.29,35143,0
239,11,13,16213,423,1711,4275976,8962831,4686855,82,23,126,45.82,19011,383.12,65,0.04,732,6,0.06,124.36,18.22,31.88,89.01,41820,0
240,48,8,16578,572,636,2696016,8055583,5359567,145,42,357,47.67,39417,869.19,460,0.53,4372,11,0.69,449.12,37.7,40.07,202.9,16995,0
241,16,13,5233,862,2466,2213600,7470907,5257307,84,62,323,15.26,7225,598.02,359,0.39,1457,2,0.76,45.67,70.11,26.43,299.3,3866,0
242,33,8,12958,739,216,874696,9035092,8160396,183,43,432,24.36,2490,856.9,272,0.79,4329,16,0.95,401.46,14.63,21.31,185.95,46880,0
243,9,6,6816,240,3326,3168127,5200091,2031964,174,8,92,26.43,39734,172.17,311,0.0,3775,11,0.96,30.51,93.61,41.84,93.32,1964,0
244,6,10,14077,435,1366,4005790,9975867,5970077,90,21,249,24.99,2937,233.34,155,0.67,70,15,0.88,117.66,46.12,3.38,21.93,38286,0
245,16,2,10711,212,4778,4844489,6120269,1275780,187,21,110,1.94,7201,206.39,349,0.37,4804,15,0.91,437.22,35.7,8.58,311.08,28524,0
246,29,6,2432,400,3606,3753188,8053782,4300594,71,31,283,41.82,5953,795.87,124,0.47,2931,11,0.76,3.5,83.26,23.8,368.86,13482,0
247,3,14,13739,610,1949,1302346,5379415,4077069,105,26,367,37.58,11638,631.58,375,0.13,2649,17,0.9,234.36,88.58,20.58,72.96,47627,0
248,20,1,8206,526,2805,2763012,7376607,4613595,57,45,61,24.27,21625,369.58,477,0.77,3482,8,0.0,366.21,73.63,44.63,87.26,39817,0
249,36,1,22564,730,4378,2821131,6418727,3597596,20,51,341,14.1,14820,791.62,68,0.87,2554,18,0.03,171.43,56.0,7.55,363.98,3747,0
250,19,11,6810,468,2683,127442,8250611,8123169,169,25,474,32.11,34783,463.62,444,0.04,3222,7,0.77,91.48,12.73,34.98,73.66,36581,0
251,26,3,7141,170,1059,257768,8935198,8677430,75,16,397,7.78,13679,634.82,102,0.34,2198,7,0.83,31.79,86.22,31.86,280.76,11153,0
252,3,3,13231,819,2601,2285551,5673465,3387914,199,59,230,49.87,14527,861.97,492,0.42,3829,19,0.29,439.05,24.77,7.41,234.35,32165,0
253,19,11,5658,792,3799,3250491,8001038,4750547,38,62,342,7.14,13704,453.99,379,0.86,778,19,0.05,383.09,62.34,36.67,175.2,20796,0
254,20,13,17899,875,4014,1962779,6571687,4608908,27,20,456,3.86,486,764.67,442,0.8,1161,13,0.02,338.69,42.29,37.0,99.73,49146,0
255,32,5,19979,210,100,4654182,9353371,4699189,137,58,291,31.01,32511,587.36,480,0.55,556,18,0.08,400.66,57.33,27.07,245.55,48152,0
256,7,1,10818,256,485,4455121,7362121,2907000,196,52,83,23.71,38720,912.3,441,0.18,3803,13,0.47,272.1,75.27,6.36,227.77,5215,1
257,41,10,3101,683,2056,2490202,7224453,4734251,166,58,356,36.23,5349,482.69,432,0.55,4485,16,0.96,431.97,83.79,19.55,463.23,49517,0
258,33,6,27231,73,4831,4723416,7796206,3072790,113,26,315,7.27,9243,333.72,365,0.44,4277,3,0.04,252.5,62.7,26.2,218.81,23856,0
259,40,7,4822,147,3700,3856802,7138330,3281528,153,60,301,18.82,24612,305.92,364,0.9,2115,13,0.42,196.55,39.99,28.17,486.29,12455,0
260,39,10,2753,340,4035,1645181,5410004,3764823,14,17,424,25.55,12177,231.28,41,0.27,2954,4,0.54,262.88,70.82,29.39,108.23,39894,0
261,18,12,22662,317,3276,4220313,9183058,4962745,37,45,302,22.9,24786,388.72,196,0.8,4575,2,0.63,485.52,29.32,35.03,403.39,43827,0
262,40,13,14113,618,4639,154183,7287422,7133239,178,10,142,29.57,16199,462.58,162,0.57,1639,1,0.41,336.53,90.18,46.68,77.56,17944,0
263,1,11,8223,606,2755,552978,7168846,6615868,92,55,401,5.99,32271,178.77,162,0.03,4955,19,0.81,86.33,12.85,9.06,88.44,26695,0
264,11,3,21876,575,94,4488949,7183493,2694544,170,48,483,25.68,23885,748.96,386,0.25,202,9,0.16,217.52,82.0,26.66,407.19,9413,0
265,28,4,27174,154,2649,4190015,8838922,4648907,54,24,509,28.18,6133,941.01,220,0.13,2691,12,0.02,359.14,19.8,34.85,301.13,48515,0
266,25,10,31071,255,4946,3506248,8745579,5239331,125,30,248,44.17,31532,441.28,495,0.47,1575,17,0.74,209.9,92.64,22.08,355.2,31775,0
267,23,11,1450,351,86,335374,9882589,9547215,163,34,197,28.98,30856,928.94,1,0.79,1204,9,0.94,336.48,44.71,32.11,133.84,25713,0
268,31,10,30122,547,2440,1981799,5773223,3791424,123,16,29,27.82,28540,450.9,87,0.59,3079,8,0.85,20.03,51.97,28.96,408.04,12905,0
269,30,14,4813,835,3514,3466399,7074197,3607798,31,12,117,40.79,37858,259.22,230,0.33,3369,16,0.75,200.57,49.52,42.29,282.14,15991,0
270,42,12,4482,312,2434,4127680,9484701,5357021,98,26,166,4.18,29900,866.15,293,0.73,3180,17,0.1,153.37,61.37,37.38,346.0,33411,0
271,35,15,30125,808,2231,3853973,7883245,4029272,123,36,340,32.75,31158,906.47,339,0.62,1344,3,0.79,303.43,66.07,18.43,85.05,28660,0
272,7,10,4511,765,415,3110817,7202499,4091682,174,22,195,40.78,13601,656.76,187,0.07,2072,6,0.51,54.35,96.51,9.72,309.27,17267,1
273,16,14,21546,669,2139,1452642,5222489,3769847,145,49,394,5.64,26452,926.42,475,0.11,4779,2,0.3,226.7,18.3,1.43,35.89,14608,0
274,26,10,23523,134,4126,4033403,7926738,3893335,113,43,482,40.77,2338,381.27,427,0.1,1008,16,0.98,300.42,76.15,36.98,142.65,31547,0
275,48,10,3920,948,407,1860205,9037699,7177494,85,63,193,39.57,23538,352.79,115,0.32,2795,5,0.86,45.72,23.1,38.15,412.84,46048,0
276,49,3,14319,129,1810,1147054,5082423,3935369,90,19,470,1.05,6033,862.13,443,0.58,108,8,0.41,261.36,56.65,43.15,101.84,25169,0
277,2,1,9474,436,3483,929261,6956932,6027671,92,21,228,13.06,26779,316.79,332,0.93,4896,3,0.2,372.63,51.56,14.08,70.1,6626,0
278,1,8,17144,280,1818,1725146,8235374,6510228,181,22,48,8.41,13525,872.91,321,0.67,1920,1,0.9,286.15,97.76,20.7,458.81,26118,0
279,48,13,13897,358,4999,4447239,8397474,3950235,128,58,483,26.06,3197,276.42,13,0.71,699,10,0.41,21.83,17.02,20.37,474.18,38926,0
280,12,10,25460,930,3936,918769,8281983,7363214,22,38,24,45.79,4305,710.19,367,0.1,2875,19,0.93,260.07,33.81,26.72,14.87,33485,0
281,5,10,6462,883,1954,1042192,7902607,6860415,186,12,366,30.53,11299,827.47,257,0.11,2012,8,0.31,128.64,11.22,35.3,421.02,291,0
282,37,2,3438,252,447,2205126,9465405,7260279,169,51,279,30.49,8183,874.69,173,0.14,1382,7,0.41,435.96,89.87,29.07,454.82,42578,0
283,32,1,8487,135,232,3386291,7375916,3989625,3,10,218,7.02,18982,966.86,74,0.58,433,5,0.91,298.65,41.15,2.71,360.54,42671,0
284,9,14,20753,843,1620,975272,6315211,5339939,92,54,278,33.65,9080,335.38,142,0.74,3451,12,0.06,74.19,10.91,34.58,296.04,27117,0
285,41,8,21826,523,1970,897930,6087304,5189374,63,37,164,44.53,17495,566.96,424,0.79,589,16,0.98,316.51,75.05,30.73,477.94,22252,0
286,35,7,23910,804,4614,2012882,6113226,4100344,66,54,107,22.04,11977,958.66,406,0.21,1716,10,0.04,294.3,17.13,30.08,377.71,33105,0
287,19,7,25789,660,4010,3370309,5016025,1645716,46,19,68,34.41,28108,59.78,127,0.72,1398,18,0.6,24.28,59.94,46.42,382.39,42979,0
288,48,4,27273,319,2674,2814195,7871199,5057004,136,22,30,15.45,36476,634.53,430,0.32,1630,8,0.48,223.61,68.01,20.3,119.82,31503,0
289,16,11,32179,80,1075,2389448,8016102,5626654,39,45,471,14.18,4388,192.07,101,0.56,3251,16,0.58,362.42,42.26,17.57,414.3,32247,0
290,3,9,31688,191,1286,2537341,6802371,4265030,153,35,67,10.07,29696,468.23,212,0.51,1414,2,0.37,194.68,58.04,8.95,403.0,15439,0
291,20,6,32045,453,613,2366030,8774689,6408659,94,56,475,12.83,7043,129.85,248,0.07,3315,2,0.74,211.5,89.88,16.18,387.52,30400,0
292,24,2,7478,344,198,1590585,8927643,7337058,47,30,468,17.8,17874,369.59,250,0.84,3409,14,0.77,25.09,22.78,31.54,279.27,2047,0
293,33,14,9645,30,685,4344752,7201048,2856296,162,54,215,28.77,29668,707.05,47,0.73,2008,14,0.71,148.0,78.85,24.5,320.83,44187,0
294,24,1,29002,414,647,1474335,9624501,8150166,68,22,52,39.25,19483,821.08,187,0.68,2373,10,0.03,479.87,28.45,25.0,368.85,17692,0
295,11,1,7099,871,2006,895656,8112822,7217166,57,18,477,15.19,8835,583.22,348,0.34,3107,10,0.01,413.03,69.83,5.6,211.93,8905,0
296,49,9,23392,368,1854,4102778,8004331,3901553,153,37,403,9.24,16434,464.4,396,0.99,1077,11,0.67,39.21,84.66,22.03,425.94,15588,0
297,8,4,5603,741,56,3941157,5161506,1220349,87,61,362,23.04,7656,375.41,313,0.06,320,12,0.12,151.53,21.78,17.93,273.94,1157,0
298,36,5,9497,993,829,2375267,9567378,7192111,62,19,94,39.69,28622,911.55,464,0.3,3368,10,0.05,284.19,67.26,35.42,399.86,23911,0
299,38,3,31642,596,3817,574127,6964450,6390323,39,61,483,20.08,427,237.68,65,0.13,4999,15,0.05,41.69,83.44,5.1,203.14,31100,1
300,40,4,17573,502,3032,3066979,8704242,5637263,114,26,332,45.75,5810,699.92,402,0.24,392,7,0.02,348.12,89.88,38.28,337.83,45486,0
301,20,12,22805,662,1090,2322397,7759373,5436976,122,39,165,13.15,6007,183.76,196,0.45,2117,11,0.7,351.94,30.93,24.78,468.42,46470,0
302,35,8,2073,873,3156,3936263,8816718,4880455,135,8,505,38.16,37308,904.67,70,0.61,3278,14,0.98,283.06,29.97,33.2,115.75,44551,0
303,48,13,20949,701,1287,4252695,9384477,5131782,95,23,448,23.92,39101,321.1,58,0.1,2333,11,0.56,351.33,45.62,49.42,477.86,49869,0
304,25,4,9156,21,3744,3361351,7691694,4330343,6,18,51,6.25,2599,402.74,179,0.58,2679,14,0.65,26.86,86.1,39.95,136.68,565,0
305,35,9,27554,549,2227,4012637,6151030,2138393,182,38,109,14.77,11810,224.0,318,0.78,1273,11,0.71,126.87,92.93,24.64,93.73,48622,0
306,25,9,15297,246,2896,4135879,6327627,2191748,123,40,368,43.05,18349,937.4,446,0.92,4287,7,0.08,171.05,62.67,18.87,341.75,25199,0
307,29,6,32226,283,805,2166629,6673649,4507020,83,62,206,1.29,4768,893.33,369,0.21,2006,12,0.65,459.16,89.42,44.16,413.61,49922,0
308,18,2,4168,614,3338,4316377,7093245,2776868,19,43,491,38.06,39410,499.6,108,0.89,2002,17,0.85,463.44,15.31,7.53,195.79,31210,0
309,46,12,22130,931,3016,487661,5528772,5041111,175,37,181,40.76,21251,78.62,419,0.87,3461,7,0.83,447.51,19.18,13.21,103.44,6363,0
310,18,10,21042,806,3194,2807697,6072462,3264765,19,45,55,6.87,19363,909.31,204,0.28,4439,13,0.3,172.08,26.53,43.49,345.3,19388,0
311,2,11,22384,232,2399,761932,9202841,8440909,34,11,79,48.15,3515,964.49,283,0.69,2454,18,0.01,490.88,65.18,12.87,138.64,49382,0
312,35,7,24977,316,4153,2594318,9425992,6831674,171,63,467,43.74,37710,116.49,184,0.69,4216,9,0.66,51.42,41.56,8.96,440.47,10565,0
313,16,9,28842,838,3868,3592450,5744551,2152101,141,32,199,9.75,39632,628.28,29,0.95,1002,4,0.71,243.04,28.6,40.69,13.09,10781,0
314,41,6,16651,800,1228,4989917,6540236,1550319,164,41,285,12.83,28236,958.04,43,0.23,1849,8,0.94,184.26,72.54,21.96,347.4,21021,0
315,36,3,30722,336,1770,2937715,5531180,2593465,25,24,145,41.1,18838,711.68,373,0.09,1760,6,0.09,345.07,59.88,44.22,38.04,39691,0
316,33,14,721,988,734,3722160,6440299,2718139,97,40,500,27.77,32570,540.39,17,0.56,3047,19,0.96,298.86,99.64,15.44,291.52,38302,0
317,4,15,5495,976,1354,520947,9190446,8669499,56,37,254,46.21,26326,374.95,421,0.26,1736,12,0.02,370.8,94.0,29.16,465.45,8864,0
318,33,7,7653,411,147,3935503,8515489,4579986,21,20,397,48.98,27672,753.04,40,0.24,3764,13,0.44,449.25,37.68,15.31,399.84,42268,0
319,14,5,10630,245,4460,2244965,9192118,6947153,34,19,462,17.83,22855,988.29,254,0.92,4823,19,0.41,346.85,62.3,41.72,167.54,18991,0
320,21,1,32224,387,4916,1075207,5019267,3944060,110,39,290,5.75,33254,657.27,91,0.72,3989,2,0.01,354.38,43.79,16.14,236.26,28628,0
321,48,3,16773,689,3564,349212,6875404,6526192,25,30,93,35.47,28656,529.51,185,0.67,3940,6,0.75,39.36,68.74,15.56,268.1,47164,0
322,20,5,21841,725,2769,4420795,9307508,4886713,82,36,342,46.23,28735,209.48,390,0.95,2370,9,0.02,57.05,58.94,27.15,182.8,30590,0
323,8,7,24876,358,68,3713836,9685192,5971356,107,41,140,9.08,16507,868.17,356,0.07,3558,12,0.81,185.61,93.68,30.53,302.3,43401,0
324,7,3,4478,614,780,534076,9885892,9351816,11,26,24,49.28,4118,414.61,187,0.59,208,15,0.32,211.61,65.77,11.43,273.43,49351,0
325,3,6,10581,798,398,2200396,6561213,4360817,19,19,304,10.6,31856,780.91,443,0.49,3858,5,0.19,79.09,46.3,0.69,175.46,2775,0
326,17,5,9330,22,3934,320179,7582793,7262614,177,11,142,5.23,31739,380.4,109,0.3,2781,6,0.5,68.11,70.04,9.63,415.08,9742,0
327,33,13,11430,19,3432,2954841,7303108,4348267,177,32,231,25.29,38580,164.8,373,0.59,2425,18,0.03,209.1,72.91,41.39,149.32,12832,0
328,48,1,10162,287,4444,1343088,8401257,7058169,162,33,131,40.47,6645,685.26,243,0.8,4341,10,0.16,214.64,81.43,44.33,478.26,29519,0
329,12,10,19720,276,4862,1750292,5732120,3981828,130,25,332,18.36,39938,568.4,455,0.56,3527,11,0.93,405.94,41.62,33.68,494.48,1668,0
330,22,6,1762,659,605,4073622,6750116,2676494,30,37,121,17.26,23130,193.24,43,0.17,4909,9,0.91,147.72,47.96,13.23,142.33,6336,0
331,22,14,5270,898,445,310485,9643219,9332734,109,41,506,10.66,25861,838.03,122,0.56,1164,4,0.22,359.79,35.78,9.42,296.05,24995,0
332,46,8,4875,552,1483,1564546,7833684,6269138,38,40,228,49.32,35782,337.43,384,0.2,1817,8,0.14,383.65,37.5,9.24,107.6,31866,0
333,30,13,2675,679,4482,3266316,5199460,1933144,15,38,59,17.75,9394,470.73,84,0.15,4492,11,0.51,202.35,45.72,45.26,187.25,48057,0
334,38,13,10327,603,1992,4618630,7672816,3054186,75,63,80,33.66,7642,521.88,458,0.55,2499,9,0.68,330.11,30.62,25.84,17.62,44458,0
335,38,1,2365,72,2448,814047,9492660,8678613,60,38,100,7.49,25060,284.06,399,0.11,1184,2,0.27,228.62,37.86,26.7,497.42,12563,0
336,45,2,17649,365,2878,2388947,9436512,7047565,132,20,72,23.04,38063,526.95,15,0.38,513,9,0.22,198.49,76.29,23.77,232.09,9384,0
337,8,14,32615,950,4219,3484106,8586348,5102242,83,31,247,40.0,6650,114.39,87,0.65,2735,6,0.99,160.09,23.78,34.25,132.71,4677,0
338,27,15,22344,795,3827,4973302,7778759,2805457,14,12,295,48.55,10081,227.64,10,0.58,978,7,0.49,369.69,49.07,27.15,320.31,29985,0
339,27,4,2380,335,783,2073557,5615414,3541857,114,58,117,9.69,11205,311.92,324,0.48,625,4,0.89,197.74,46.47,31.99,441.34,21100,0
340,34,12,30247,652,1936,1656858,5856709,4199851,81,8,187,5.64,37783,391.35,289,0.24,3676,19,0.38,251.69,52.14,46.4,385.48,35039,0
341,21,2,17077,751,2229,4191619,5965006,1773387,8,41,120,49.39,1052,286.41,460,0.3,1390,6,0.06,307.12,34.72,37.63,130.36,28646,0
342,30,11,18409,590,27,1420937,5371854,3950917,77,53,467,28.15,698,497.22,265,0.22,1228,1,0.27,358.33,36.67,12.12,106.37,2233,0
343,33,9,16080,199,4340,4633552,5738036,1104484,93,16,21,17.93,36886,676.22,411,0.53,2625,12,0.65,55.13,19.33,14.49,415.07,44859,0
344,28,10,9606,17,3976,3502404,5813039,2310635,111,15,466,48.05,18486,378.0,446,0.89,3782,19,0.54,296.13,29.42,40.13,307.72,6639,0
345,47,8,20240,218,1702,1607387,6002044,4394657,139,50,49,20.12,18654,85.54,378,0.84,3620,18,0.36,256.96,71.7,25.71,323.77,10332,0
